2024-10-21,15:01:00,23560.0,23565.0,23508.0,23539.0
2024-10-21,15:02:00,23537.0,23560.0,23512.0,23546.0
2024-10-21,15:03:00,23547.0,23567.0,23532.0,23560.0
2024-10-21,15:04:00,23560.0,23565.0,23549.0,23549.0
2024-10-21,15:05:00,23550.0,23570.0,23550.0,23570.0
2024-10-21,15:06:00,23571.0,23585.0,23569.0,23581.0
2024-10-21,15:07:00,23582.0,23591.0,23581.0,23582.0
2024-10-21,15:08:00,23582.0,23592.0,23580.0,23587.0
2024-10-21,15:09:00,23589.0,23590.0,23582.0,23588.0
2024-10-21,15:10:00,23590.0,23606.0,23586.0,23605.0
2024-10-21,15:11:00,23606.0,23608.0,23596.0,23596.0
2024-10-21,15:12:00,23597.0,23597.0,23587.0,23592.0
2024-10-21,15:13:00,23590.0,23595.0,23588.0,23591.0
2024-10-21,15:14:00,23589.0,23590.0,23583.0,23590.0
2024-10-21,15:15:00,23592.0,23592.0,23583.0,23584.0
2024-10-21,15:16:00,23585.0,23594.0,23585.0,23585.0
2024-10-21,15:17:00,23586.0,23600.0,23586.0,23600.0
2024-10-21,15:18:00,23599.0,23599.0,23593.0,23593.0
2024-10-21,15:19:00,23594.0,23598.0,23588.0,23588.0
2024-10-21,15:20:00,23589.0,23595.0,23588.0,23595.0
2024-10-21,15:21:00,23594.0,23600.0,23590.0,23590.0
2024-10-21,15:22:00,23591.0,23602.0,23591.0,23601.0
2024-10-21,15:23:00,23601.0,23610.0,23592.0,23593.0
2024-10-21,15:24:00,23594.0,23599.0,23594.0,23595.0
2024-10-21,15:25:00,23594.0,23594.0,23589.0,23590.0
2024-10-21,15:26:00,23588.0,23589.0,23569.0,23571.0
2024-10-21,15:27:00,23571.0,23577.0,23565.0,23577.0
2024-10-21,15:28:00,23575.0,23575.0,23565.0,23575.0
2024-10-21,15:29:00,23575.0,23575.0,23565.0,23570.0
2024-10-21,15:30:00,23566.0,23567.0,23561.0,23566.0
2024-10-21,15:31:00,23566.0,23577.0,23562.0,23577.0
2024-10-21,15:32:00,23576.0,23588.0,23576.0,23587.0
2024-10-21,15:33:00,23588.0,23599.0,23587.0,23596.0
